,Ticker,Date,Open,High,Low,Close,Volume,Target,Close_lag_1,Close_lag_2,Close_lag_3,Daily Return,Return_lag_1,Return_lag_2,MA_7,MA_30,STD_7,STD_30,Volume_lag_1,Volume_avg_7,Volume_change,30D RV,MA_ratio,HL_ratio,CO_ratio
30,AAPL,2010-08-10,33.276,33.353,32.984,33.221,125925550,-0.0355498028355557,33.52,33.307,33.513,-0.8920047732697056,0.6395052091151987,-0.6146868379434678,33.47342857142857,32.832566666666665,0.1554593806999935,0.6693995087381295,84312659.0,109584416.28571428,0.4935544850981392,1.5980989009352091,1.0195190924690192,1.011187242299297,0.9983471571102294
31,AAPL,2010-08-11,32.676,32.742,31.992,32.04,172348213,0.0064294631710362,33.221,33.52,33.307,-3.5549802835555755,-0.8920047732697056,0.6395052091151987,33.26028571428571,32.80703333333334,0.5595062449117514,0.6848778639332311,125925550.0,117217140.0,0.3686516596512781,1.5132629218633984,1.013815707636443,1.02344336084021,0.9805361733382298
32,AAPL,2010-08-12,31.579,32.412,31.521,32.246,148982213,-0.0107300130248714,32.04,33.221,33.52,0.6429463171036209,-3.5549802835555755,-0.8920047732697056,33.07485714285714,32.808166666666665,0.656490525083053,0.6838866655114473,172348213.0,121909327.42857143,-0.1355743676901367,1.481790974122719,1.0081287832660712,1.0282668697059103,1.0211216314639475
33,AAPL,2010-08-13,32.146,32.259,31.898,31.9,98812016,-0.0058307210031347,32.246,32.04,33.221,-1.073001302487142,0.6429463171036209,-3.5549802835555755,32.821000000000005,32.81073333333333,0.7248549280143465,0.6801963171651666,148982213.0,119283633.57142857,-0.3367529317073575,1.4781629585869185,1.0003129057361313,1.011317323970155,0.99234741491943
34,AAPL,2010-08-16,31.725,32.02,31.582,31.714,88596378,0.0174370940278743,31.9,32.246,32.04,-0.5830721003134753,-1.073001302487142,0.6429463171036209,32.564,32.813766666666666,0.7568278095665846,0.6748992611076685,98812016.0,120424793.28571428,-0.1033845721759183,1.4775006951568137,0.9923883573256348,1.0138686593629282,0.999653270291568
35,AAPL,2010-08-17,32.03,32.609,31.911,32.267,117743597,0.0043697895682894,31.714,31.9,32.246,1.74370940278743,-0.5830721003134753,-1.073001302487142,32.41542857142857,32.827933333333334,0.6853679929164396,0.6580478933064492,88596378.0,119531518.0,0.3289888329294905,1.506183587563812,0.987434336553684,1.0218733352135627,1.0073993131439276
36,AAPL,2010-08-18,32.342,32.614,32.219,32.408,94319941,-0.0125586274993829,32.267,31.714,31.9,0.4369789568289484,1.74370940278743,-0.5830721003134753,32.25657142857143,32.80403333333333,0.486775737940628,0.6599044592986905,117743597.0,120961129.71428572,-0.1989378326874115,1.3092638509624115,0.9833111404564508,1.0122598466743224,1.0020406901242966
37,AAPL,2010-08-19,32.372,32.461,31.847,32.001,118845562,-0.0009999687509764,32.408,32.267,31.714,-1.2558627499382968,0.4369789568289484,1.74370940278743,32.08228571428571,32.769,0.2395375504910767,0.674033100589024,94319941.0,119949702.85714284,0.2600258305929177,1.327040578192943,0.9790437826691604,1.01927968097466,0.98853947856172
38,AAPL,2010-08-20,31.933,32.516,31.887,31.969,106898327,-0.0153586286715254,32.001,32.408,32.267,-0.0999968750976409,-1.2558627499382968,0.4369789568289484,32.07214285714286,32.7264,0.2431031527092355,0.6831057675464103,118845562.0,110599719.14285716,-0.1005273970600602,1.3206494108105642,0.9800082764111806,1.0197259071094802,1.0011273604108604
39,AAPL,2010-08-23,32.241,32.272,31.406,31.478,115245205,-0.0238897007433763,31.969,32.001,32.408,-1.5358628671525487,-0.0999968750976409,-1.2558627499382968,31.96242857142857,32.67733333333334,0.3144078334175408,0.7184430164015024,106898327.0,105780146.57142857,0.0780824006721827,1.3386752662895196,0.978122304087295,1.027574348850538,0.9763344809404176
40,AAPL,2010-08-24,31.12,31.12,30.564,30.726,167541735,0.0123673761635099,31.478,31.969,32.001,-2.3889700743376374,-1.5358628671525487,-0.0999968750976409,31.794714285714285,32.6266,0.5658438283619118,0.7990254667729442,115245205.0,115598677.85714284,0.4537848667977118,1.3526628599486556,0.9745028377371312,1.0181913362125377,0.9873393316195372
41,AAPL,2010-08-25,30.726,31.246,30.379,31.106,166163230,-0.0107374783000064,30.726,31.478,31.969,1.236737616350991,-2.3889700743376374,-1.5358628671525487,31.70785714285714,32.584633333333336,0.6239763426529101,0.8449803704446504,167541735.0,126679656.71428572,-0.0082278305163785,1.3733872727208207,0.973092341365116,1.0285394515948516,1.01236737616351
42,AAPL,2010-08-26,31.435,31.471,30.772,30.772,129747353,0.0055569998700117,31.106,30.726,31.478,-1.0737478300006489,1.236737616350991,-2.3889700743376374,31.49428571428572,32.53703333333333,0.6557409839984555,0.9054525819505492,166163230.0,128394479.0,-0.219157252780895,1.3826916926286696,0.96795197618772,1.0227154556089952,0.9789088595514552
43,AAPL,2010-08-27,30.932,31.07,30.168,30.943,152871506,0.0036518760301198,30.772,31.106,30.726,0.5556999870011792,-1.0737478300006489,1.236737616350991,31.285,32.50166666666667,0.5388902176387045,0.9467691097233965,129747353.0,136758988.2857143,0.1782244682864551,1.3854743098521838,0.9625660222552688,1.029899230973217,1.0003556187766716
44,AAPL,2010-08-30,30.83,31.471,30.821,31.056,106719439,0.002447192168985,30.943,30.772,31.106,0.3651876030119849,0.5556999870011792,-1.0737478300006489,31.15,32.488566666666664,0.4386771781922223,0.9643914888042908,152871506.0,135026685.0,-0.3019010423041165,1.352880676638355,0.9587988389761734,1.0210895168878362,1.0073305222186184
